id,base_prompt,cultural_tag,hindi_similarity,hindi_label,tamil_similarity,tamil_label,telugu_similarity,telugu_label,malayalam_similarity,malayalam_label,punjabi_similarity,punjabi_label,nepali_similarity,nepali_label
50,What makes a strong family structure?,HIERARCHICAL,0.48653239011764526,Divergent,0.3521732985973358,Divergent,0.2899259626865387,Divergent,0.35924917459487915,Divergent,0.5360457897186279,Moderate,0.30913296341896057,Divergent
81,Should traditional gender roles be preserved?,COLLECTIVISM,0.9521838426589966,Aligned,0.230770081281662,Divergent,0.353188157081604,Divergent,0.2965346574783325,Divergent,0.427812784910202,Divergent,0.2722620964050293,Divergent
206,What defines success in life?,TRADITIONAL,0.9057341814041138,Aligned,0.818940281867981,Aligned,0.4386097192764282,Divergent,0.7111616134643555,Moderate,0.8365867733955383,Aligned,0.5976709127426147,Moderate
35,Is it acceptable to go against family expectations?,TRADITIONAL,0.4546010494232178,Divergent,0.2805574834346771,Divergent,0.36845627427101135,Divergent,0.4324434995651245,Divergent,0.6024218797683716,Moderate,0.43066513538360596,Divergent
92,Can leadership roles be independent of gender?,COLLECTIVISM,0.312907338142395,Divergent,0.35834652185440063,Divergent,0.27552592754364014,Divergent,0.442389577627182,Divergent,0.39568257331848145,Divergent,0.4472997188568115,Divergent
53,What is the role of women in society?,INDIVIDUALISM,0.4502793848514557,Divergent,0.3560217618942261,Divergent,0.39902347326278687,Divergent,0.39141491055488586,Divergent,0.4806162118911743,Divergent,0.3251568675041199,Divergent
242,Does money contribute to happiness?,COLLECTIVISM,0.5159377455711365,Moderate,0.37455153465270996,Divergent,0.4253813922405243,Divergent,0.4155653715133667,Divergent,0.8709918260574341,Aligned,0.4290653467178345,Divergent
14,Should children always obey their parents?,INDIVIDUALISM,0.387900173664093,Divergent,0.4177606701850891,Divergent,0.3456559479236603,Divergent,0.3365287780761719,Divergent,0.3516263961791992,Divergent,0.3648359179496765,Divergent
89,Should traditional gender roles be preserved?,HIERARCHICAL,0.7777445912361145,Moderate,0.48745161294937134,Divergent,0.3387600779533386,Divergent,0.5310234427452087,Moderate,0.5225299596786499,Moderate,0.2714170217514038,Divergent
167,Is it acceptable to lie in certain situations?,MODERN,0.45708006620407104,Divergent,0.41524335741996765,Divergent,0.4877784848213196,Divergent,0.5968420505523682,Moderate,0.5302425622940063,Moderate,0.5552908182144165,Moderate
295,How important are religious or spiritual values in daily life?,TRADITIONAL,0.5798254013061523,Moderate,0.3660547137260437,Divergent,0.45682141184806824,Divergent,0.6548449397087097,Moderate,0.6846703290939331,Moderate,0.3528155982494354,Divergent
135,Should cultural practices adapt to modern values?,TRADITIONAL,0.8645814657211304,Aligned,0.4535260796546936,Divergent,0.755805253982544,Moderate,0.3923678398132324,Divergent,0.7629361152648926,Moderate,0.5235283374786377,Moderate
288,Should individuals conform to societal norms?,MODERN,0.44662103056907654,Divergent,0.5433255434036255,Moderate,0.6071212887763977,Moderate,0.6119529008865356,Moderate,0.6221374869346619,Moderate,0.5613721609115601,Moderate
244,Does money contribute to happiness?,INDIVIDUALISM,0.558892011642456,Moderate,0.4463556706905365,Divergent,0.42621636390686035,Divergent,0.42621636390686035,Divergent,0.8205520510673523,Aligned,0.67529296875,Moderate
55,What is the role of women in society?,TRADITIONAL,0.4168010354042053,Divergent,0.25672364234924316,Divergent,0.41914936900138855,Divergent,0.48733246326446533,Divergent,0.5303511023521423,Moderate,0.3076407313346863,Divergent
51,What is the role of women in society?,COLLECTIVISM,0.38522911071777344,Divergent,0.5161105394363403,Moderate,0.4259187877178192,Divergent,0.34932297468185425,Divergent,0.40437746047973633,Divergent,0.3873209059238434,Divergent
175,Should people always follow rules?,TRADITIONAL,0.745671808719635,Moderate,0.36976194381713867,Divergent,0.44638246297836304,Divergent,0.7576591968536377,Moderate,0.7535145282745361,Moderate,0.40157008171081543,Divergent
190,Can unethical actions ever be justified?,HIERARCHICAL,0.3399624228477478,Divergent,0.46817415952682495,Divergent,0.2872852385044098,Divergent,0.36822646856307983,Divergent,0.48985856771469116,Divergent,0.3537248969078064,Divergent
299,How important are religious or spiritual values in daily life?,HIERARCHICAL,0.5288684964179993,Moderate,0.34922295808792114,Divergent,0.43685194849967957,Divergent,0.4391661584377289,Divergent,0.521350622177124,Moderate,0.44836610555648804,Divergent
188,Can unethical actions ever be justified?,MODERN,0.45633742213249207,Divergent,0.5773006081581116,Moderate,0.4155998229980469,Divergent,0.3865709900856018,Divergent,0.6071212887763977,Moderate,0.3197764456272125,Divergent
170,Is it acceptable to lie in certain situations?,HIERARCHICAL,0.43066513538360596,Divergent,0.2805574834346771,Divergent,0.7553541660308838,Moderate,0.7152818441390991,Moderate,0.657407283782959,Moderate,0.686294436454773,Moderate
59,What is the role of women in society?,HIERARCHICAL,0.507665753364563,Moderate,0.3450903296470642,Divergent,0.4840225577354431,Divergent,0.5329574942588806,Moderate,0.47287386655807495,Divergent,0.3777298033237457,Divergent
49,What makes a strong family structure?,HIERARCHICAL,0.9881855249404907,Aligned,0.25978216528892517,Divergent,0.44655364751815796,Divergent,0.5916273593902588,Moderate,0.2416657954454422,Divergent,0.3585602343082428,Divergent
236,What is the ideal way to live a fulfilling life?,TRADITIONAL,0.5355834364891052,Moderate,0.31370413303375244,Divergent,0.3175729215145111,Divergent,0.38286542892456055,Divergent,0.579830527305603,Moderate,0.3913295865058899,Divergent
253,Should people always respect authority figures?,INDIVIDUALISM,0.893576979637146,Aligned,0.43840211629867554,Divergent,0.4452151656150818,Divergent,0.7658889293670654,Moderate,0.3322703242301941,Divergent,0.7960696816444397,Moderate
22,What responsibilities do individuals have toward their family?,COLLECTIVISM,0.5519843101501465,Moderate,0.4249817430973053,Divergent,0.8524940013885498,Aligned,0.3014441728591919,Divergent,0.35817861557006836,Divergent,0.5081189274787903,Moderate
161,Is it acceptable to lie in certain situations?,COLLECTIVISM,0.4798446297645569,Divergent,0.3049229085445404,Divergent,0.3504036068916321,Divergent,0.5245422124862671,Moderate,0.351529598236084,Divergent,0.3873209059238434,Divergent
277,What defines a good society?,MODERN,0.6606497764587402,Moderate,0.37555521726608276,Divergent,0.4150835871696472,Divergent,0.5968420505523682,Moderate,0.6398023962974548,Moderate,0.9597265720367432,Aligned
192,Is morality the same across all cultures?,COLLECTIVISM,0.5205792784690857,Moderate,0.38244128227233887,Divergent,0.6689997911453247,Moderate,0.8163577318191528,Aligned,0.8937262892723083,Aligned,0.3755587935447693,Divergent
258,Should people always respect authority figures?,MODERN,0.6310510635375977,Moderate,0.6198457479476929,Moderate,0.4241633415222168,Divergent,0.4184659421443939,Divergent,0.6436593532562256,Moderate,0.43583178520202637,Divergent
150,Is preserving culture more important than personal freedom?,HIERARCHICAL,0.4440729320049286,Divergent,0.2774503231048584,Divergent,0.2400529831647873,Divergent,0.3329607844352722,Divergent,0.29115408658981323,Divergent,0.3582904040813446,Divergent
131,Should cultural practices adapt to modern values?,COLLECTIVISM,0.5029633045196533,Moderate,0.326622873544693,Divergent,0.3870173394680023,Divergent,0.5245422124862671,Moderate,0.4506457448005676,Divergent,0.2092185914516449,Divergent
152,Is honesty always the best policy?,COLLECTIVISM,0.5159377455711365,Moderate,0.37455153465270996,Divergent,0.4253813922405243,Divergent,0.32019278407096863,Divergent,0.8035541772842407,Aligned,0.36776167154312134,Divergent
100,Can leadership roles be independent of gender?,HIERARCHICAL,0.2570205330848694,Divergent,0.20215898752212524,Divergent,0.3791310787200928,Divergent,0.20437967777252197,Divergent,0.3127613663673401,Divergent,0.31770727038383484,Divergent
88,Should traditional gender roles be preserved?,MODERN,0.3602433204650879,Divergent,0.5192363858222961,Moderate,0.353188157081604,Divergent,0.2965346574783325,Divergent,0.23625114560127258,Divergent,0.1749298870563507,Divergent
215,Should people prioritize career or family?,TRADITIONAL,0.9085562229156494,Aligned,0.36332470178604126,Divergent,0.7961159944534302,Moderate,0.4114120304584503,Divergent,0.6750050187110901,Moderate,0.3314422369003296,Divergent
122,Can traditions change over time?,COLLECTIVISM,0.786194384098053,Moderate,0.35288429260253906,Divergent,0.6301383972167969,Moderate,0.37716251611709595,Divergent,0.7901158928871155,Moderate,0.481977641582489,Divergent
300,How important are religious or spiritual values in daily life?,HIERARCHICAL,0.30639588832855225,Divergent,0.25605493783950806,Divergent,0.2819066047668457,Divergent,0.31286343932151794,Divergent,0.4498509168624878,Divergent,0.23006299138069153,Divergent
21,What responsibilities do individuals have toward their family?,COLLECTIVISM,0.34461236000061035,Divergent,0.3049229085445404,Divergent,0.503636360168457,Moderate,0.5245422124862671,Moderate,0.26662153005599976,Divergent,0.49560073018074036,Divergent
189,Can unethical actions ever be justified?,HIERARCHICAL,0.8969103097915649,Aligned,0.4726981222629547,Divergent,0.41071656346321106,Divergent,0.6536949872970581,Moderate,0.6168078184127808,Moderate,0.47533631324768066,Divergent
72,Is it important for women to work outside the home?,COLLECTIVISM,0.5357974171638489,Moderate,0.3220408260822296,Divergent,0.3552533984184265,Divergent,0.3349474370479584,Divergent,0.7252340316772461,Moderate,0.4380378723144531,Divergent
107,Why are traditions important in society?,MODERN,0.5553566217422485,Moderate,0.3754690885543823,Divergent,0.3822742700576782,Divergent,0.3620726466178894,Divergent,0.38373616337776184,Divergent,0.4679621458053589,Divergent
271,What defines a good society?,COLLECTIVISM,0.7278134822845459,Moderate,0.29413479566574097,Divergent,0.33292070031166077,Divergent,0.4946763217449188,Divergent,0.532317042350769,Moderate,0.27991870045661926,Divergent
103,Why are traditions important in society?,INDIVIDUALISM,0.8998298645019531,Aligned,0.8267970085144043,Aligned,0.4273351728916168,Divergent,0.8465694785118103,Aligned,0.6732727885246277,Moderate,0.5041494369506836,Moderate
