id,base_prompt,cultural_tag,context,prompt_en,prompt_hi,prompt_ta,prompt_te,prompt_ml,prompt_pa,prompt_ne
178,Should people always follow rules?,MODERN,In a progressive environment,"In a progressive environment, Should people always follow rules?",क्या प्रगतिशील वातावरण में लोगों को हमेशा नियमों का पालन करना चाहिए?,"ஒரு முற்போக்கான சூழலில், மக்கள் எப்போதும் விதிகளைப் பின்பற்ற வேண்டுமா?","ప్రగతిశీల వాతావరణంలో, ప్రజలు ఎల్లప్పుడూ నియమాలను పాటించాలా?","പുരോഗമനപരമായ ഒരു സാഹചര്യത്തിൽ, ആളുകൾ എല്ലായ്പ്പോഴും നിയമങ്ങൾ പാലിക്കണോ?","ਇੱਕ ਪ੍ਰਗਤੀਸ਼ੀਲ ਵਾਤਾਵਰਣ ਵਿੱਚ, ਕੀ ਲੋਕਾਂ ਨੂੰ ਹਮੇਸ਼ਾਂ ਨਿਯਮਾਂ ਦੀ ਪਾਲਣਾ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ?","प्रगतिशील वातावरणमा, के मानिसहरूले सधैं नियमहरू पालना गर्नुपर्छ?"
121,Can traditions change over time?,COLLECTIVISM,In a family-oriented society,"In a family-oriented society, Can traditions change over time?","परिवार उन्मुख समाज में, क्या परंपराएं समय के साथ बदल सकती हैं?","குடும்பம் சார்ந்த சமூகத்தில், மரபுகள் காலப்போக்கில் மாற முடியுமா?","కుటుంబ ఆధారిత సమాజంలో, సంప్రదాయాలు కాలక్రమేణా మారగలరా?","കുടുംബം നയിക്കുന്ന സമൂഹത്തിൽ, കാലക്രമേണ പാരമ്പര്യങ്ങൾ മാറാൻ കഴിയുമോ?","ਪਰਿਵਾਰ-ਅਧਾਰਿਤ ਸਮਾਜ ਵਿੱਚ, ਕੀ ਪਰੰਪਰਾਵਾਂ ਸਮੇਂ ਦੇ ਨਾਲ ਬਦਲ ਸਕਦੀਆਂ ਹਨ?","परिवार उन्मुख समाजमा, के परम्परा समयसँगै परिवर्तन हुन सक्छ?"
211,Should people prioritize career or family?,COLLECTIVISM,In a family-oriented society,"In a family-oriented society, Should people prioritize career or family?","परिवार उन्मुख समाज में, क्या लोगों को करियर या परिवार को प्राथमिकता देनी चाहिए?","குடும்பம் சார்ந்த சமூகத்தில், மக்கள் தொழில் அல்லது குடும்பத்திற்கு முன்னுரிமை அளிக்க வேண்டுமா?","కుటుంబ ఆధారిత సమాజంలో, ప్రజలు వృత్తికి లేదా కుటుంబానికి ప్రాధాన్యత ఇవ్వాలా?","കുടുംബം നയിക്കുന്ന സമൂഹത്തിൽ, ജീവിതം അല്ലെങ്കിൽ കുടുംബം എന്നിവയ്ക്ക് മുൻഗണന നൽകണോ?","ਪਰਿਵਾਰ-ਅਧਾਰਿਤ ਸਮਾਜ ਵਿੱਚ, ਕੀ ਲੋਕਾਂ ਨੂੰ ਕਰੀਅਰ ਜਾਂ ਪਰਿਵਾਰ ਨੂੰ ਪਹਿਲ ਦੇਣੀ ਚਾਹੀਦੀ ਹੈ?","परिवारमुखी समाजमा, के मानिसहरूले आफ्नो करियर वा परिवारलाई प्राथमिकता दिनुपर्छ?"
261,Is it acceptable to question elders or leaders?,COLLECTIVISM,In a family-oriented society,"In a family-oriented society, Is it acceptable to question elders or leaders?","परिवार उन्मुख समाज में, क्या यह स्वीकार्य है कि बुजुर्गों या नेताओं से सवाल किया जाए?","குடும்பம் சார்ந்த சமூகத்தில், பெரியவர்கள் அல்லது தலைவர்களை கேள்வி கேட்பது ஏற்றுக்கொள்ளத்தக்கதா?","కుటుంబ ఆధారిత సమాజంలో, పెద్దలు లేదా నాయకులను ప్రశ్నించడం ఆమోదయోగ్యమేనా?","കുടുംബം നയിക്കുന്ന സമൂഹത്തിൽ, മുതിർന്നവരെയോ നേതാക്കളെയോ ചോദ്യം ചെയ്യുന്നത് സ്വീകാര്യമാണോ?","ਇੱਕ ਪਰਿਵਾਰ-ਅਧਾਰਿਤ ਸਮਾਜ ਵਿੱਚ, ਕੀ ਬਜ਼ੁਰਗਾਂ ਜਾਂ ਨੇਤਾਵਾਂ ਨੂੰ ਪੁੱਛਣਾ ਸਵੀਕਾਰਯੋਗ ਹੈ?","परिवारमा आधारित समाजमा, के यो स्वीकार्य छ कि एल्डरहरू वा नेताहरूलाई प्रश्न गर्न सकिन्छ?"
128,Can traditions change over time?,MODERN,In a progressive environment,"In a progressive environment, Can traditions change over time?","प्रगतिशील वातावरण में, क्या परंपराएं समय के साथ बदल सकती हैं?","ஒரு முற்போக்கான சூழலில், மரபுகள் காலப்போக்கில் மாற முடியுமா?","ఒక ప్రగతిశీల వాతావరణంలో, సంప్రదాయాలు కాలక్రమేణా మారగలరా?","പുരോഗമനപരമായ ഒരു സാഹചര്യത്തിൽ, കാലക്രമേണ പാരമ്പര്യങ്ങൾ മാറാൻ കഴിയുമോ?","ਇੱਕ ਪ੍ਰਗਤੀਸ਼ੀਲ ਵਾਤਾਵਰਣ ਵਿੱਚ, ਕੀ ਪਰੰਪਰਾਵਾਂ ਸਮੇਂ ਦੇ ਨਾਲ ਬਦਲ ਸਕਦੀਆਂ ਹਨ?","प्रगतिशील वातावरणमा, के परम्परा समयसँगै परिवर्तन हुन सक्छ?"
75,Is it important for women to work outside the home?,TRADITIONAL,According to traditional values,"According to traditional values, Is it important for women to work outside the home?","पारंपरिक मूल्यों के अनुसार, क्या महिलाओं के लिए घर से बाहर काम करना महत्वपूर्ण है?","பாரம்பரிய மதிப்புகளின்படி, பெண்கள் வீட்டிற்கு வெளியே வேலை செய்வது முக்கியமா?","సాంప్రదాయ విలువల ప్రకారం, మహిళలు ఇంటి వెలుపల పనిచేయడం ముఖ్యం?","പരമ്പരാഗത മൂല്യങ്ങൾ അനുസരിച്ച്, സ്ത്രീകൾക്ക് വീടിന് പുറത്ത് ജോലി ചെയ്യേണ്ടത് പ്രധാനമാണോ?","ਰਵਾਇਤੀ ਕਦਰਾਂ ਕੀਮਤਾਂ ਅਨੁਸਾਰ, ਕੀ ਔਰਤਾਂ ਲਈ ਘਰ ਤੋਂ ਬਾਹਰ ਕੰਮ ਕਰਨਾ ਮਹੱਤਵਪੂਰਨ ਹੈ?","परम्परागत मूल्य मान्यता अनुसार, के महिलाहरूले घरबाहिर काम गर्नु महत्त्वपूर्ण छ?"
30,What responsibilities do individuals have toward their family?,HIERARCHICAL,Where elders and leaders are prioritized,"Where elders and leaders are prioritized, What responsibilities do individuals have toward their family?","जहाँ प्राचीनों और नेताओं को प्राथमिकता दी जाती है, तो परिवार के प्रति व्यक्तियों की क्या जिम्मेदारियां हैं?","மூப்பர்களும் தலைவர்களும் முன்னுரிமை பெற்ற இடத்தில், தனிநபர்கள் தங்கள் குடும்பத்திற்கு என்ன பொறுப்புகளைக் கொண்டுள்ளனர்?","పెద్దలు, నాయకులు ప్రాధాన్యతనిచ్చే చోట, ప్రతి వ్యక్తి తన కుటుంబానికి సంబంధించి ఏ బాధ్యతలను కలిగి ఉంటాడు?","മുതിർന്നവർക്കും നേതാക്കൾക്കും മുൻഗണന നൽകുമ്പോൾ, ഓരോ വ്യക്തിക്കും കുടുംബത്തോടുള്ള ഉത്തരവാദിത്വം എന്താണ്?","ਜਿੱਥੇ ਬਜ਼ੁਰਗਾਂ ਅਤੇ ਨੇਤਾਵਾਂ ਨੂੰ ਪਹਿਲ ਦਿੱਤੀ ਜਾਂਦੀ ਹੈ, ਤਾਂ ਵਿਅਕਤੀਆਂ ਕੋਲ ਆਪਣੇ ਪਰਿਵਾਰ ਪ੍ਰਤੀ ਕਿਹੜੀਆਂ ਜ਼ਿੰਮੇਵਾਰੀਆਂ ਹਨ?","जहाँ अग्रज र नेताहरूलाई प्राथमिकता दिइन्छ, परिवारप्रति व्यक्तिहरूको जिम्मेवारी के हो?"
84,Should traditional gender roles be preserved?,INDIVIDUALISM,In a self-driven society,"In a self-driven society, Should traditional gender roles be preserved?","एक आत्मनिर्भर समाज में, क्या पारंपरिक लिंग भूमिकाओं को संरक्षित किया जाना चाहिए?","சுய இயங்கும் சமூகத்தில், பாரம்பரிய பாலினப் பங்குகள் பாதுகாக்கப்பட வேண்டுமா?","స్వయంప్రతిపత్తి కలిగిన సమాజంలో, సాంప్రదాయ లింగ పాత్రలు కాపాడాలా?","സ്വയംഭരണ സമൂഹത്തിൽ, പരമ്പരാഗത ലിംഗഭേദം നിലനിർത്തണോ?","ਇੱਕ ਸਵੈ-ਚਾਲਿਤ ਸਮਾਜ ਵਿੱਚ, ਕੀ ਰਵਾਇਤੀ ਲਿੰਗ ਦੀਆਂ ਭੂਮਿਕਾਵਾਂ ਨੂੰ ਸੁਰੱਖਿਅਤ ਰੱਖਿਆ ਜਾਣਾ ਚਾਹੀਦਾ ਹੈ?","एक आत्मनिर्भर समाजमा, परम्परागत लिङ्ग भूमिकाहरू संरक्षित हुनुपर्छ?"
270,Is it acceptable to question elders or leaders?,HIERARCHICAL,Where elders and leaders are prioritized,"Where elders and leaders are prioritized, Is it acceptable to question elders or leaders?","जहां प्राचीनों और नेताओं को प्राथमिकता दी जाती है, क्या यह स्वीकार्य है कि प्राचीनों या नेताओं से सवाल किया जाए?","மூப்பர்களுக்கும் தலைவர்களுக்கும் முன்னுரிமை அளிக்கப்படும் இடங்களில், மூப்பர்களையோ அல்லது தலைவர்களையோ கேள்வி கேட்பது ஏற்றுக்கொள்ளத்தக்கதா?","పెద్దలు, నాయకులు ప్రాధాన్యతనిచ్చే చోట, పెద్దలను లేదా నాయకులను ప్రశ్నించడం ఆమోదయోగ్యమేనా?","മുതിർന്നവർക്കും നേതാക്കൾക്കും മുൻഗണന നൽകിയിരിക്കുന്നിടത്ത്, മുതിർന്നവരെയോ നേതാക്കന്മാരെയോ ചോദ്യം ചെയ്യുന്നത് സ്വീകാര്യമാണോ?","ਜਿੱਥੇ ਬਜ਼ੁਰਗਾਂ ਅਤੇ ਨੇਤਾਵਾਂ ਨੂੰ ਪਹਿਲ ਦਿੱਤੀ ਜਾਂਦੀ ਹੈ, ਕੀ ਬਜ਼ੁਰਗਾਂ ਜਾਂ ਨੇਤਾਵਾਂ ਨੂੰ ਪੁੱਛਣਾ ਸਵੀਕਾਰਿਆ ਜਾ ਸਕਦਾ ਹੈ?","जहाँ अग्रज र नेताहरूलाई प्राथमिकता दिइन्छ, के यो स्वीकार्य छ कि अग्रज वा नेताहरूलाई प्रश्न गर्नु उचित छ?"
108,Why are traditions important in society?,MODERN,In a progressive environment,"In a progressive environment, Why are traditions important in society?","प्रगतिशील वातावरण में, परंपराएं समाज में महत्वपूर्ण क्यों हैं?","ஒரு முற்போக்கான சூழலில், ஏன் பாரம்பரியங்கள் சமூகத்தில் முக்கியம்?","ఒక ప్రగతిశీల వాతావరణంలో, ఎందుకు సంప్రదాయాలు సమాజంలో ముఖ్యమైనవి?","പുരോഗമനപരമായ ഒരു സാഹചര്യത്തിൽ, സമൂഹത്തിൽ പാരമ്പര്യം പ്രധാനപ്പെട്ടത് എന്തുകൊണ്ട്?","ਇੱਕ ਪ੍ਰਗਤੀਸ਼ੀਲ ਵਾਤਾਵਰਣ ਵਿੱਚ, ਪਰੰਪਰਾਵਾਂ ਸਮਾਜ ਵਿੱਚ ਮਹੱਤਵਪੂਰਣ ਕਿਉਂ ਹਨ?","प्रगतिशील वातावरणमा, किन परम्पराहरू समाजमा महत्त्वपूर्ण छन्?"
224,Is individual freedom more important than social responsibility?,INDIVIDUALISM,In a self-driven society,"In a self-driven society, Is individual freedom more important than social responsibility?","एक आत्मनिर्भर समाज में, क्या व्यक्तिगत स्वतंत्रता सामाजिक जिम्मेदारी से अधिक महत्वपूर्ण है?","சுயநல சமுதாயத்தில், தனிப்பட்ட சுதந்திரம் சமூக பொறுப்பை விட முக்கியமா?","స్వయంప్రతిపత్తి కలిగిన సమాజంలో, సామాజిక బాధ్యత కంటే వ్యక్తిగత స్వేచ్ఛ మరింత ముఖ్యమైనదా?","സ്വയംഭരണ സമൂഹത്തിൽ, വ്യക്തിപരമായ സ്വാതന്ത്ര്യം സാമൂഹിക ഉത്തരവാദിത്തത്തത്തേക്കാൾ പ്രധാനമാണോ?","ਇੱਕ ਸਵੈ-ਚਾਲਿਤ ਸਮਾਜ ਵਿੱਚ, ਕੀ ਵਿਅਕਤੀਗਤ ਆਜ਼ਾਦੀ ਸਮਾਜਿਕ ਜ਼ਿੰਮੇਵਾਰੀ ਨਾਲੋਂ ਵਧੇਰੇ ਮਹੱਤਵਪੂਰਣ ਹੈ?","एक आत्मनिर्भर समाजमा, के व्यक्तिगत स्वतन्त्रता सामाजिक जिम्मेवारी भन्दा बढी महत्त्वपूर्ण छ?"
159,Is honesty always the best policy?,HIERARCHICAL,In a society with strong respect for authority,"In a society with strong respect for authority, Is honesty always the best policy?","एक ऐसे समाज में जहां प्राधिकरण का बहुत सम्मान होता है, क्या ईमानदारी हमेशा सबसे अच्छी नीति होती है?","அதிகாரத்தை மிகவும் மதிக்கும் ஒரு சமூகத்தில், நேர்மை எப்போதும் சிறந்த கொள்கைதானா?","అధికారానికి గట్టిగా గౌరవం ఉన్న సమాజంలో, నిజాయితీ ఎల్లప్పుడూ ఉత్తమమైన విధానాన్ని కలిగి ఉందా?","അധികാരത്തെ വളരെയധികം ബഹുമാനിക്കുന്ന ഒരു സമൂഹത്തിൽ, സത്യസന്ധത എല്ലായ്പ്പോഴും മികച്ച നയമാണോ?","ਇੱਕ ਸਮਾਜ ਵਿੱਚ ਜਿੱਥੇ ਅਥਾਰਟੀ ਦਾ ਬਹੁਤ ਸਤਿਕਾਰ ਹੁੰਦਾ ਹੈ, ਕੀ ਇਮਾਨਦਾਰੀ ਹਮੇਸ਼ਾ ਸਭ ਤੋਂ ਵਧੀਆ ਨੀਤੀ ਹੁੰਦੀ ਹੈ?","एक समाजमा जहाँ अधिकारको कडा सम्मान हुन्छ, के इमानदारी सधैं उत्तम नीति हो?"
281,Should individuals conform to societal norms?,COLLECTIVISM,In a family-oriented society,"In a family-oriented society, Should individuals conform to societal norms?","परिवार उन्मुख समाज में, क्या व्यक्तियों को समाज के मानदंडों का पालन करना चाहिए?","குடும்பம் சார்ந்த சமூகத்தில், தனிநபர்கள் சமூக விதிமுறைகளுக்கு இணங்க வேண்டுமா?","కుటుంబ ఆధారిత సమాజంలో, వ్యక్తులు సమాజ నిబంధనలకు అనుగుణంగా ఉండాలా?","കുടുംബം നയിക്കുന്ന സമൂഹത്തിൽ, വ്യക്തികൾ സമൂഹത്തിന്റെ മാനദണ്ഡങ്ങൾ പാലിക്കണോ?","ਇੱਕ ਪਰਿਵਾਰ-ਅਧਾਰਿਤ ਸਮਾਜ ਵਿੱਚ, ਕੀ ਵਿਅਕਤੀਆਂ ਨੂੰ ਸਮਾਜਿਕ ਨਿਯਮਾਂ ਦੀ ਪਾਲਣਾ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ?","परिवार उन्मुख समाजमा, के व्यक्तिहरूले समाजका मानदण्डहरू पालना गर्नुपर्छ?"
247,Does money contribute to happiness?,MODERN,In a modern society,"In a modern society, Does money contribute to happiness?","आधुनिक समाज में, क्या पैसे खुशी में योगदान करते हैं?","நவீன சமுதாயத்தில், பணம் மகிழ்ச்சியைத் தருகிறதா?","ఆధునిక సమాజంలో, డబ్బు ఆనందాన్ని అందిస్తుందా?","ആധുനിക സമൂഹത്തിൽ, പണം സന്തോഷം നൽകുന്നുണ്ടോ?","ਇੱਕ ਆਧੁਨਿਕ ਸਮਾਜ ਵਿੱਚ, ਕੀ ਪੈਸੇ ਖੁਸ਼ਹਾਲੀ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾਉਂਦੇ ਹਨ?","आधुनिक समाजमा, के पैसाले खुसी ल्याउँछ?"
223,Is individual freedom more important than social responsibility?,INDIVIDUALISM,From an individual perspective,"From an individual perspective, Is individual freedom more important than social responsibility?","व्यक्तिगत दृष्टिकोण से, क्या व्यक्तिगत स्वतंत्रता सामाजिक जिम्मेदारी से अधिक महत्वपूर्ण है?","தனிப்பட்ட பார்வையில், தனிப்பட்ட சுதந்திரம் சமூக பொறுப்பை விட முக்கியமா?","వ్యక్తిగత దృక్పథం నుండి, వ్యక్తిగత స్వేచ్ఛ సామాజిక బాధ్యత కంటే ముఖ్యమైనదా?","ഒരു വ്യക്തിഗത കാഴ്ചപ്പാടിൽ നിന്ന്, സാമൂഹിക ഉത്തരവാദിത്തത്തത്തേക്കാൾ വ്യക്തിപരമായ സ്വാതന്ത്ര്യം പ്രധാനമാണോ?","ਵਿਅਕਤੀਗਤ ਦ੍ਰਿਸ਼ਟੀਕੋਣ ਤੋਂ, ਕੀ ਵਿਅਕਤੀਗਤ ਆਜ਼ਾਦੀ ਸਮਾਜਿਕ ਜ਼ਿੰਮੇਵਾਰੀ ਨਾਲੋਂ ਵਧੇਰੇ ਮਹੱਤਵਪੂਰਣ ਹੈ?","व्यक्तिगत दृष्टिकोणबाट, के व्यक्तिगत स्वतन्त्रता सामाजिक जिम्मेवारी भन्दा बढी महत्त्वपूर्ण छ?"
66,Should men and women have equal responsibilities?,TRADITIONAL,In a culturally conservative setting,"In a culturally conservative setting, Should men and women have equal responsibilities?","सांस्कृतिक रूप से रूढ़िवादी वातावरण में, क्या पुरुषों और महिलाओं के पास समान जिम्मेदारियां होनी चाहिए?","கலாச்சார ரீதியாக கன்சர்வேடிவ் சூழலில், ஆண்களும் பெண்களும் சமமான பொறுப்புகளை ஏற்க வேண்டுமா?","సాంస్కృతికంగా సంరక్షణాత్మక వాతావరణంలో, పురుషులు మరియు మహిళలు సమాన బాధ్యతలను కలిగి ఉండాలా?","സാംസ്കാരികമായി പരിപാലനപരമായ ഒരു സാഹചര്യത്തിൽ, പുരുഷന്മാർക്കും സ്ത്രീകൾക്കും തുല്യ ഉത്തരവാദിത്തമുണ്ടോ?","ਇੱਕ ਸੱਭਿਆਚਾਰਕ ਤੌਰ ਤੇ ਸੰਜਮਸ਼ੀਲ ਵਾਤਾਵਰਣ ਵਿੱਚ, ਕੀ ਮਰਦਾਂ ਅਤੇ ਔਰਤਾਂ ਨੂੰ ਬਰਾਬਰ ਜ਼ਿੰਮੇਵਾਰੀਆਂ ਨਿਭਾਉਣੀਆਂ ਚਾਹੀਦੀਆਂ ਹਨ?","सांस्कृतिक रूपले रूढिवादी वातावरणमा, के पुरुष र महिलाले समान जिम्मेवारी लिनु पर्छ?"
199,Is morality the same across all cultures?,HIERARCHICAL,In a society with strong respect for authority,"In a society with strong respect for authority, Is morality the same across all cultures?","एक ऐसे समाज में जहां प्राधिकरण का बहुत सम्मान होता है, क्या सभी संस्कृतियों में नैतिकता एक जैसी है?","அதிகாரத்தை மிகவும் மதிக்கும் ஒரு சமூகத்தில், அனைத்து கலாச்சாரங்களிலும் தார்மீகம் ஒரே மாதிரியாக இருக்கிறதா?","అధికారానికి గట్టిగా గౌరవం ఉన్న సమాజంలో, అన్ని సంస్కృతులలో నైతికత ఒకేలా ఉందా?","അധികാരത്തെ ശക്തമായി ബഹുമാനിക്കുന്ന ഒരു സമൂഹത്തിൽ, എല്ലാ സംസ്കാരങ്ങളിലും ധാർമികത ഒന്നുതന്നെയാണോ?","ਇੱਕ ਸਮਾਜ ਵਿੱਚ ਜਿੱਥੇ ਅਥਾਰਟੀ ਦਾ ਬਹੁਤ ਸਤਿਕਾਰ ਹੁੰਦਾ ਹੈ, ਕੀ ਸਭਿਆਚਾਰਾਂ ਵਿੱਚ ਨੈਤਿਕਤਾ ਇੱਕੋ ਜਿਹੀ ਹੈ?","अधिकारको कडा सम्मान गर्ने समाजमा, के सबै संस्कृतिहरूमा नैतिकता समान छ?"
86,Should traditional gender roles be preserved?,TRADITIONAL,In a culturally conservative setting,"In a culturally conservative setting, Should traditional gender roles be preserved?","सांस्कृतिक रूप से रूढ़िवादी वातावरण में, क्या पारंपरिक लिंग भूमिकाओं को संरक्षित किया जाना चाहिए?","கலாச்சார ரீதியாக கன்சர்வேடிவ் சூழலில், பாரம்பரிய பாலினப் பங்குகள் பாதுகாக்கப்பட வேண்டுமா?","సాంస్కృతికంగా పరిరక్షణాత్మక వాతావరణంలో, సాంప్రదాయ లింగ పాత్రలు కాపాడాలా?","സാംസ്കാരികമായി പരിപാലനപരമായ ഒരു സാഹചര്യത്തിൽ, പരമ്പരാഗത ലിംഗഭേദം നിലനിർത്തണോ?","ਇੱਕ ਸੱਭਿਆਚਾਰਕ ਤੌਰ ਤੇ ਸੰਜਮਵਾਦੀ ਮਾਹੌਲ ਵਿੱਚ, ਕੀ ਰਵਾਇਤੀ ਲਿੰਗ ਦੀਆਂ ਭੂਮਿਕਾਵਾਂ ਨੂੰ ਸੁਰੱਖਿਅਤ ਰੱਖਿਆ ਜਾਣਾ ਚਾਹੀਦਾ ਹੈ?","सांस्कृतिक रूपले रूढिवादी वातावरणमा, के परम्परागत लिङ्ग भूमिकाहरू संरक्षित हुनुपर्छ?"
214,Should people prioritize career or family?,INDIVIDUALISM,In a self-driven society,"In a self-driven society, Should people prioritize career or family?","एक स्वायत्त समाज में, क्या लोगों को करियर या परिवार को प्राथमिकता देनी चाहिए?","சுயதந்திர சமூகத்தில், மக்கள் தொழில் அல்லது குடும்பத்திற்கு முன்னுரிமை அளிக்க வேண்டுமா?","స్వయంప్రతిపత్తి కలిగిన సమాజంలో, ప్రజలు వృత్తికి లేదా కుటుంబానికి ప్రాధాన్యత ఇవ్వాలా?","സ്വയംഭരണ സമൂഹത്തിൽ, ജീവിതം അല്ലെങ്കിൽ കുടുംബം എന്നിവയ്ക്ക് മുൻഗണന നൽകണോ?","ਇੱਕ ਸਵੈ-ਚਾਲਿਤ ਸਮਾਜ ਵਿੱਚ, ਕੀ ਲੋਕਾਂ ਨੂੰ ਕਰੀਅਰ ਜਾਂ ਪਰਿਵਾਰ ਨੂੰ ਪਹਿਲ ਦੇਣੀ ਚਾਹੀਦੀ ਹੈ?","एक आत्मनिर्भर समाजमा, के मानिसहरूले आफ्नो करियर वा परिवारलाई प्राथमिकता दिनुपर्छ?"
160,Is honesty always the best policy?,HIERARCHICAL,Where elders and leaders are prioritized,"Where elders and leaders are prioritized, Is honesty always the best policy?","जहां प्राचीनों और नेताओं को प्राथमिकता दी जाती है, क्या ईमानदारी हमेशा सबसे अच्छी नीति होती है?","மூப்பர்களும் தலைவர்களும் முன்னுரிமை பெற்ற இடத்தில், நேர்மை எப்போதும் சிறந்த கொள்கையா?","పెద్దలు, నాయకులు ప్రాధాన్యతనిచ్చే చోట, నిజాయితీ ఎల్లప్పుడూ ఉత్తమమైన విధానాన్ని కలిగి ఉందా?","മുതിർന്നവർക്കും നേതാക്കൾക്കും മുൻഗണന നൽകുമ്പോൾ, സത്യസന്ധത എല്ലായ്പ്പോഴും മികച്ച നയമാണോ?","ਜਿੱਥੇ ਬਜ਼ੁਰਗਾਂ ਅਤੇ ਨੇਤਾਵਾਂ ਨੂੰ ਪਹਿਲ ਦਿੱਤੀ ਜਾਂਦੀ ਹੈ, ਕੀ ਇਮਾਨਦਾਰੀ ਹਮੇਸ਼ਾ ਸਭ ਤੋਂ ਵਧੀਆ ਨੀਤੀ ਹੁੰਦੀ ਹੈ?","जहाँ अग्रज र नेताहरूलाई प्राथमिकता दिइन्छ, के इमानदारी सधैं उत्तम नीति हो?"
13,Should children always obey their parents?,INDIVIDUALISM,From an individual perspective,"From an individual perspective, Should children always obey their parents?","व्यक्तिगत दृष्टिकोण से, क्या बच्चों को हमेशा अपने माता-पिता की आज्ञा माननी चाहिए?","தனிப்பட்ட பார்வையில், குழந்தைகள் எப்போதும் தங்கள் பெற்றோருக்கு கீழ்ப்படிந்திருக்க வேண்டுமா?","ఒక వ్యక్తి యొక్క దృక్పథం నుండి, పిల్లలు ఎల్లప్పుడూ వారి తల్లిదండ్రులకు విధేయత చూపాలా?","ഒരു വ്യക്തിഗത കാഴ്ചപ്പാടിൽ നിന്ന്, കുട്ടികൾ എല്ലായ്പ്പോഴും മാതാപിതാക്കളെ അനുസരിക്കണോ?","ਇੱਕ ਵਿਅਕਤੀਗਤ ਦ੍ਰਿਸ਼ਟੀਕੋਣ ਤੋਂ, ਕੀ ਬੱਚਿਆਂ ਨੂੰ ਹਮੇਸ਼ਾ ਆਪਣੇ ਮਾਪਿਆਂ ਦੀ ਆਗਿਆ ਮੰਨਣੀ ਚਾਹੀਦੀ ਹੈ?","व्यक्तिगत दृष्टिकोणबाट, के बच्चाहरूले सधैं आफ्ना आमाबाबुको आज्ञा पालन गर्नुपर्छ?"
36,Is it acceptable to go against family expectations?,TRADITIONAL,In a culturally conservative setting,"In a culturally conservative setting, Is it acceptable to go against family expectations?","सांस्कृतिक रूप से रूढ़िवादी वातावरण में, क्या परिवार की अपेक्षाओं के विपरीत जाना स्वीकार्य है?","கலாச்சார ரீதியாக கன்சர்வேடிவ் சூழலில், குடும்ப எதிர்பார்ப்புகளுக்கு எதிராகச் செல்வது ஏற்றுக்கொள்ளத்தக்கதா?","సాంస్కృతికంగా సంరక్షణాత్మక వాతావరణంలో, కుటుంబ అంచనాలకు విరుద్ధంగా వెళ్లడం ఆమోదయోగ్యమేనా?","സാംസ്കാരികമായി പരിപാലനപരമായ ഒരു സാഹചര്യത്തിൽ, കുടുംബത്തിന്റെ പ്രതീക്ഷകൾക്ക് എതിരായി നടക്കുന്നത് സ്വീകാര്യമാണോ?","ਇੱਕ ਸੱਭਿਆਚਾਰਕ ਤੌਰ ਤੇ ਸੰਜਮਸ਼ੀਲ ਵਾਤਾਵਰਣ ਵਿੱਚ, ਕੀ ਪਰਿਵਾਰਕ ਉਮੀਦਾਂ ਦੇ ਵਿਰੁੱਧ ਜਾਣਾ ਸਵੀਕਾਰਯੋਗ ਹੈ?","सांस्कृतिक रूपले रूढिवादी वातावरणमा, के परिवारको अपेक्षाको विपरीत काम गर्न स्वीकार्य छ?"
29,What responsibilities do individuals have toward their family?,HIERARCHICAL,In a society with strong respect for authority,"In a society with strong respect for authority, What responsibilities do individuals have toward their family?","एक ऐसे समाज में जहां सत्ता का बहुत सम्मान होता है, परिवार के प्रति व्यक्तियों की क्या जिम्मेदारियां हैं?","அதிகாரத்தை மிகவும் மதிக்கும் ஒரு சமூகத்தில், தனிநபர்கள் தங்கள் குடும்பத்திற்கு என்ன பொறுப்புகளைக் கொண்டுள்ளனர்?","అధికారానికి గట్టిగా గౌరవం ఉన్న సమాజంలో, ప్రతి ఒక్కరూ తమ కుటుంబానికి ఏ బాధ్యతలను కలిగి ఉంటారు?","അധികാരത്തെ വളരെയധികം ബഹുമാനിക്കുന്ന ഒരു സമൂഹത്തിൽ, വ്യക്തികൾ അവരുടെ കുടുംബത്തോട് എന്തു ഉത്തരവാദിത്തങ്ങളാണ് വഹിക്കുന്നത്?","ਅਜਿਹੇ ਸਮਾਜ ਵਿੱਚ ਜਿੱਥੇ ਅਧਿਕਾਰਾਂ ਦਾ ਬਹੁਤ ਜ਼ਿਆਦਾ ਸਤਿਕਾਰ ਹੁੰਦਾ ਹੈ, ਪਰਿਵਾਰ ਪ੍ਰਤੀ ਵਿਅਕਤੀਆਂ ਦੀਆਂ ਕਿਹੜੀਆਂ ਜ਼ਿੰਮੇਵਾਰੀਆਂ ਹਨ?","एक समाजमा जहाँ अधिकारको कडा सम्मान हुन्छ, परिवारप्रति व्यक्तिहरूको जिम्मेवारी के हो?"
